iter	MultiClass
410	0.2871227654
411	0.2869015365
412	0.28665534
413	0.2863483726
414	0.286127794
415	0.2858266922
416	0.2853429881
417	0.2849462048
418	0.2844901575
419	0.2842593118
420	0.2839587905
421	0.2836319754
422	0.2828916254
423	0.2827231639
424	0.2823068131
425	0.2818544118
426	0.2816327206
427	0.2812707078
428	0.2808941134
429	0.2806686065
430	0.2802887003
431	0.280044727
432	0.2797376513
433	0.2794693877
434	0.2793039786
435	0.279047691
436	0.2788748239
437	0.2785174019
438	0.2781967636
439	0.2777213062
440	0.2775404613
441	0.2772383357
442	0.2770250512
443	0.2766257489
444	0.2764402416
445	0.2762956531
446	0.2761925293
447	0.2758810879
448	0.2755219101
449	0.2753056999
450	0.275118317
451	0.2745671743
452	0.2744043399
453	0.2740877318
454	0.2737435962
455	0.2735778947
456	0.2731079103
457	0.2724002843
458	0.2722085739
459	0.2719302495
460	0.2714929565
461	0.2712893191
462	0.2710577627
463	0.2707669996
464	0.2705023891
465	0.2701862658
466	0.2696584105
467	0.2693396711
468	0.2691435552
469	0.2689539946
470	0.2687902215
471	0.2685204168
472	0.2679544077
473	0.267673354
474	0.267180504
475	0.2670301408
476	0.2668403343
477	0.2665950171
478	0.266162519
479	0.2657597264
480	0.2654451639
481	0.2650155602
482	0.2649013758
483	0.2646573684
484	0.2642777809
485	0.2638902085
486	0.2636570097
487	0.2632721534
488	0.2625939847
489	0.2622503886
490	0.2617849843
491	0.2615253069
492	0.2612928029
493	0.2608802238
494	0.2607232969
495	0.260450475
496	0.2600668565
497	0.259724562
498	0.2594103879
499	0.2587355796
500	0.258046851
501	0.2578444699
502	0.257648284
503	0.2570704014
504	0.2568931197
505	0.2565663499
506	0.2563431593
507	0.2560536353
508	0.2557698131
509	0.2554187882
510	0.2551491842
511	0.2548117484
512	0.2544685628
513	0.2542225421
514	0.2539212494
515	0.2536826343
516	0.253375838
517	0.2532210503
518	0.2526282786
519	0.2523244599
520	0.2520586927
521	0.2519594384
522	0.2515372016
523	0.2511977221
524	0.2508994671
525	0.2507465324
526	0.2503809235
527	0.2501165291
528	0.2500088527
529	0.2498601122
530	0.2495741326
531	0.2492677171
532	0.2487305268
533	0.2483637784
534	0.2481055309
535	0.2477018099
536	0.2474859339
537	0.2472488017
538	0.2467853917
539	0.2463878488
540	0.2462463116
541	0.2458973295
542	0.245445744
543	0.2451621799
544	0.2447383398
545	0.2445145623
546	0.2441489975
547	0.2438280229
548	0.2435772556
549	0.2434554224
550	0.2430639347
551	0.2427801208
552	0.2424981382
553	0.2423016856
554	0.2420878491
555	0.2416736369
556	0.2414863339
557	0.2412778118
558	0.2409374051
559	0.2407259248
560	0.2404359389
561	0.2402841181
562	0.2401952648
563	0.2399259248
564	0.2397094994
565	0.2395155856
566	0.2393403617
567	0.2392159403
568	0.2390545145
569	0.2386499408
570	0.2384593913
571	0.2383346686
572	0.2381172155
573	0.2377501206
574	0.2374840385
575	0.2372818119
576	0.2370185459
577	0.2368260036
578	0.2364927015
579	0.2360887572
580	0.2355693081
581	0.235403681
582	0.2352009754
583	0.2349812871
584	0.2347234311
585	0.2345657839
586	0.2342834321
587	0.2339936015
588	0.2336957909
589	0.233422924
590	0.2331984618
591	0.2329263309
592	0.2325880867
593	0.2322765778
594	0.2318633636
595	0.2316098531
596	0.2312363277
597	0.2309773157
598	0.230633988
599	0.2302187443
600	0.2299026072
601	0.2296659388
602	0.2295044439
603	0.2290205211
604	0.2286107534
605	0.2283626666
606	0.2281610542
607	0.2280179247
608	0.2278626388
609	0.227614252
610	0.2273002508
611	0.2270813411
612	0.2268561102
613	0.2265622083
614	0.2263368551
615	0.2261310324
616	0.2258413242
617	0.225460477
618	0.2250723052
619	0.2249167773
620	0.2244394448
621	0.224338106
622	0.2241569938
623	0.2236723219
624	0.2232390402
625	0.2229300896
626	0.2227505087
627	0.2225583015
628	0.222365577
629	0.2221743671
630	0.2220277399
631	0.2218880789
632	0.2216133573
633	0.2213303242
634	0.2209727432
635	0.2207719951
636	0.2204966887
637	0.2203336525
638	0.22013542
639	0.219944575
640	0.2196907376
641	0.2191376451
642	0.2190027444
643	0.2188834616
644	0.2183993221
645	0.2182780938
646	0.2181178394
647	0.217918862
648	0.2177227563
649	0.2176043574
650	0.2171025459
651	0.2168184729
652	0.21661322
653	0.2162415144
654	0.2160864189
655	0.2157972714
656	0.215477848
657	0.215223816
658	0.2149480192
659	0.2146597664
660	0.2144570608
661	0.2142598755
662	0.2140721476
663	0.2139177351
664	0.2136669201
665	0.2134255859
666	0.213220192
667	0.2129273406
668	0.2127995936
669	0.2126969116
670	0.2125180781
671	0.2123325397
672	0.2122860135
673	0.2120737829
674	0.2116015141
675	0.2114084515
676	0.2112096872
677	0.2109016435
678	0.2107357299
679	0.210449043
680	0.2100981997
681	0.2098286202
682	0.2095703347
683	0.2094451587
684	0.2092292282
685	0.2090877199
686	0.2088655506
687	0.2086697898
688	0.2084480013
689	0.2080138658
690	0.2078977917
691	0.20758654
692	0.2073311687
693	0.2071674778
694	0.2069446487
695	0.2066177815
696	0.2063288412
697	0.2061089404
698	0.2058707168
699	0.2055737987
700	0.2053323769
701	0.2052160425
702	0.2048858963
703	0.2046001707
704	0.2044167
705	0.2041278894
706	0.2040112972
707	0.2038569187
708	0.2036191609
709	0.2033578916
710	0.202959248
711	0.2028717355
712	0.2026933595
713	0.2024402311
714	0.2022109633
715	0.2019932882
716	0.2016638752
717	0.2015174855
718	0.2012894845
719	0.2009851365
720	0.2007105668
721	0.2004070121
722	0.2001831392
723	0.1998015216
724	0.1997218197
725	0.1995802719
726	0.1992021261
727	0.1990379691
728	0.1988147419
729	0.1986772404
730	0.1985320253
731	0.1982727693
732	0.1981122583
733	0.1978663119
734	0.1977220239
735	0.1976245708
736	0.1972998055
737	0.1969539281
738	0.1967689644
739	0.1965369266
740	0.1964190079
741	0.1961237596
742	0.195948348
743	0.1957526674
744	0.1955490816
745	0.1952124857
746	0.1949984827
747	0.1947018909
748	0.1944016161
749	0.1942488256
750	0.1941245297
